,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
48669,156359,0,Cash loans,M,N,N,1,202500.0,942300.0,30528.0,675000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.019689,-15854,-4162,-1403.0,-3948,,1,1,0,1,0,0,,3.0,2,2,MONDAY,7,0,0,0,0,1,1,Business Entity Type 2,,0.17624054451042026,0.7121551551910698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1560.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
31169,136170,0,Cash loans,F,N,Y,0,108000.0,364896.0,24813.0,315000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010966,-20241,365243,-7746.0,-3644,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,XNA,0.8049652612628565,0.20357246321933267,0.7862666146611379,0.1412,0.087,0.9896,0.8572,0.0271,0.16,0.1379,0.3333,0.375,0.0,0.111,0.1346,0.0193,0.0499,0.1439,0.0903,0.9896,0.8628,0.0273,0.1611,0.1379,0.3333,0.375,0.0,0.1212,0.1402,0.0195,0.0529,0.1426,0.087,0.9896,0.8591,0.0272,0.16,0.1379,0.3333,0.375,0.0,0.1129,0.13699999999999998,0.0194,0.051,org spec account,block of flats,0.1315,Panel,No,0.0,0.0,0.0,0.0,-536.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
211355,344924,0,Cash loans,F,N,Y,0,225000.0,790434.0,33619.5,706500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.010147,-16778,-3162,-3017.0,-308,,1,1,0,1,0,0,Managers,2.0,2,2,TUESDAY,15,0,0,0,0,0,0,Self-employed,,0.7313832859966444,,0.0722,0.0503,0.9925,0.8912,,0.04,0.0345,0.375,0.0417,,0.0588,0.0775,,,0.0735,0.0522,0.9926,0.8955,,0.0403,0.0345,0.375,0.0417,,0.0643,0.0807,,,0.0729,0.0503,0.9925,0.8927,,0.04,0.0345,0.375,0.0417,,0.0599,0.0788,,,reg oper spec account,block of flats,0.0706,"Stone, brick",No,0.0,0.0,0.0,0.0,-596.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
67576,178366,0,Cash loans,F,N,Y,0,157500.0,641173.5,28372.5,553500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.008865999999999999,-19052,-10856,-2252.0,-2463,,1,1,0,1,0,0,High skill tech staff,1.0,2,2,WEDNESDAY,10,0,0,0,0,1,1,Industry: type 3,,0.3095213889773423,0.4436153084085652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
228583,364758,0,Revolving loans,M,N,Y,0,270000.0,337500.0,16875.0,337500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018801,-17556,-1749,-6464.0,-1092,,1,1,0,1,1,0,Laborers,2.0,2,2,FRIDAY,9,0,0,0,0,0,0,Industry: type 4,0.6950237954080892,0.33873830743380123,,0.0773,0.0776,0.9752,0.66,0.0244,0.0,0.1724,0.1667,0.2083,0.0265,0.063,0.0675,0.0,0.0,0.0788,0.0806,0.9752,0.6733,0.0247,0.0,0.1724,0.1667,0.2083,0.0271,0.0689,0.0703,0.0,0.0,0.0781,0.0776,0.9752,0.6645,0.0246,0.0,0.1724,0.1667,0.2083,0.0269,0.0641,0.0687,0.0,0.0,reg oper spec account,block of flats,0.0531,Panel,No,0.0,0.0,0.0,0.0,-1799.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
217953,352519,0,Cash loans,F,N,Y,0,81000.0,199080.0,11556.0,157500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-18987,-3602,-8703.0,-2518,,1,1,0,1,0,0,Sales staff,2.0,2,2,TUESDAY,7,0,0,0,0,0,0,Self-employed,,0.462868147726315,0.7544061731797895,0.1216,,0.9791,,,,0.2759,0.1667,,0.1835,,0.1122,,,0.1239,,0.9791,,,,0.2759,0.1667,,0.1877,,0.1169,,,0.1228,,0.9791,,,,0.2759,0.1667,,0.1867,,0.1142,,,,block of flats,0.091,Panel,No,0.0,0.0,0.0,0.0,-1239.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
184797,314206,0,Cash loans,M,N,Y,0,315000.0,269550.0,14620.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008865999999999999,-11830,-2694,-5589.0,-3496,,1,1,0,1,0,0,,2.0,2,2,SATURDAY,10,0,0,0,0,0,0,Business Entity Type 2,0.2155895106284848,0.7584391771892153,0.06294857668996477,0.067,0.0801,0.9757,0.6668,0.0083,0.0,0.1379,0.1667,0.2083,0.0463,0.0538,0.0663,0.0039,0.0,0.0683,0.0831,0.9757,0.6798,0.0084,0.0,0.1379,0.1667,0.2083,0.0473,0.0588,0.0691,0.0039,0.0,0.0677,0.0801,0.9757,0.6713,0.0084,0.0,0.1379,0.1667,0.2083,0.0471,0.0547,0.0675,0.0039,0.0,reg oper account,block of flats,0.0567,"Stone, brick",No,1.0,0.0,1.0,0.0,-1577.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
302607,450593,0,Cash loans,F,N,Y,0,112500.0,495216.0,23953.5,427500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.00733,-23133,365243,-12781.0,-4092,,1,0,0,1,0,0,,2.0,2,2,MONDAY,15,0,0,0,0,0,0,XNA,,0.539673571154876,,0.066,0.0775,0.9771,0.6872,0.0077,0.0,0.1379,0.1667,0.0417,0.0,,0.0498,,0.0886,0.0672,0.0804,0.9772,0.6994,0.0078,0.0,0.1379,0.1667,0.0417,0.0,,0.0519,,0.0938,0.0666,0.0775,0.9771,0.6914,0.0078,0.0,0.1379,0.1667,0.0417,0.0,,0.0507,,0.0904,reg oper account,block of flats,0.0684,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
151908,276081,0,Revolving loans,F,N,Y,2,54000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-13545,-1655,-2541.0,-4397,,1,1,1,1,1,0,Laborers,4.0,2,2,TUESDAY,9,0,0,0,0,0,0,Trade: type 7,0.4317355165363272,0.56819471929662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,5.0,1.0,-515.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
42582,149287,0,Revolving loans,F,N,Y,0,157500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.003069,-18086,-2229,-2583.0,-1626,,1,1,0,1,0,0,Sales staff,1.0,3,3,FRIDAY,14,0,0,0,0,1,1,Trade: type 7,,0.6161874548669084,0.4812493411434029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-210.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
81655,194692,0,Cash loans,F,N,Y,0,90000.0,1084383.0,35968.5,823500.0,Children,Pensioner,Secondary / secondary special,Married,House / apartment,0.009657,-23715,365243,-3600.0,-3976,,1,0,0,1,1,0,,2.0,2,2,THURSDAY,14,0,0,0,0,0,0,XNA,0.7895017781458187,0.7339574037920628,,0.0722,,0.9781,,,0.0,0.1379,0.1667,,0.0392,,0.0526,,0.0658,0.0735,,0.9782,,,0.0,0.1379,0.1667,,0.0401,,0.0548,,0.0696,0.0729,,0.9781,,,0.0,0.1379,0.1667,,0.0399,,0.0535,,0.0672,,block of flats,0.0557,"Stone, brick",No,0.0,0.0,0.0,0.0,-1363.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,7.0
117711,236492,0,Cash loans,F,N,Y,0,202500.0,785398.5,40230.0,702000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.018029,-9863,-2381,-94.0,-109,,1,1,0,1,0,0,Core staff,2.0,3,3,TUESDAY,5,0,0,0,0,0,0,Police,0.31120856897778304,0.4580168062043187,0.08391700365753578,0.1031,,0.9796,,,0.0,0.2069,0.1667,,,,0.0929,,0.0,0.105,,0.9796,,,0.0,0.2069,0.1667,,,,0.0968,,0.0,0.1041,,0.9796,,,0.0,0.2069,0.1667,,,,0.0946,,0.0,,block of flats,0.0731,Panel,No,2.0,0.0,2.0,0.0,-1629.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
295546,442413,1,Cash loans,M,Y,N,0,81000.0,329904.0,26194.5,261000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006852,-13521,-1448,-315.0,-2540,1.0,1,1,0,1,0,0,Security staff,2.0,3,3,SATURDAY,13,0,0,0,0,0,0,School,,0.019976217053300983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-258.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
291011,437118,0,Cash loans,F,Y,Y,0,112500.0,238500.0,16263.0,238500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-11541,-4047,-1149.0,-2575,10.0,1,1,0,1,1,0,Sales staff,2.0,2,2,THURSDAY,7,0,0,0,0,0,0,Self-employed,,0.643293729710704,0.1096264336424546,0.1206,0.1052,0.9791,,,,0.2759,0.1667,,0.1354,,0.1106,,,0.1229,0.1092,0.9791,,,,0.2759,0.1667,,0.1385,,0.1153,,,0.1218,0.1052,0.9791,,,,0.2759,0.1667,,0.1378,,0.1126,,,,block of flats,0.087,Panel,No,0.0,0.0,0.0,0.0,-748.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,2.0,5.0
232141,368882,0,Cash loans,M,Y,N,0,180000.0,900000.0,23872.5,900000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392,-20037,-1123,-8127.0,-3587,6.0,1,1,0,1,1,0,Laborers,2.0,2,2,TUESDAY,16,0,0,0,0,1,1,Business Entity Type 3,,0.8044869636734859,0.5316861425197883,0.1216,0.0955,0.9891,,,0.0,0.3448,0.1667,,0.1036,,0.1212,,,0.1239,0.0991,0.9891,,,0.0,0.3448,0.1667,,0.1059,,0.1263,,,0.1228,0.0955,0.9891,,,0.0,0.3448,0.1667,,0.1054,,0.1234,,,,block of flats,0.0987,"Stone, brick",No,3.0,0.0,3.0,0.0,-2558.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,10.0,0.0,0.0
127813,248238,0,Cash loans,M,N,N,0,202500.0,922716.0,54081.0,855000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.030755,-11370,-2542,-4355.0,-3072,,1,1,1,1,1,0,Laborers,1.0,2,2,THURSDAY,14,0,0,0,0,0,0,Transport: type 4,0.32274191300052546,0.4087120627849138,,0.0655,0.0,0.9776,0.6940000000000001,0.0001,0.02,0.0862,0.25,0.2917,0.0295,0.0521,0.0466,0.0058,0.017,0.0567,0.0,0.9747,0.6668,0.0,0.0,0.0345,0.1667,0.2083,0.0192,0.0496,0.04,0.0,0.0,0.0661,0.0,0.9776,0.6981,0.0001,0.02,0.0862,0.25,0.2917,0.03,0.053,0.0474,0.0058,0.0173,reg oper account,block of flats,0.0303,Monolithic,No,0.0,0.0,0.0,0.0,-1515.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
42906,149673,0,Cash loans,M,Y,Y,0,202500.0,454500.0,19255.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-13355,-2239,-1583.0,-4314,8.0,1,1,0,1,1,0,Laborers,2.0,2,2,THURSDAY,9,0,1,1,0,1,1,Transport: type 2,,0.4276986583171566,0.6642482627052363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,6.0,1.0,-1087.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
13201,115384,0,Cash loans,M,Y,N,1,99000.0,1125000.0,33025.5,1125000.0,Unaccompanied,Pensioner,Incomplete higher,Married,House / apartment,0.031329,-17889,365243,-10118.0,-535,27.0,1,0,0,1,0,0,,3.0,2,2,FRIDAY,14,0,0,0,0,0,0,XNA,,0.5851846465587699,0.7862666146611379,0.1711,0.0626,0.9846,0.7892,0.0386,0.0,0.069,0.1667,0.2083,0.0696,0.1395,0.0688,0.0077,0.0054,0.1744,0.0649,0.9846,0.7975,0.039,0.0,0.069,0.1667,0.2083,0.0712,0.1524,0.0717,0.0078,0.0057,0.1728,0.0626,0.9846,0.792,0.0389,0.0,0.069,0.1667,0.2083,0.0708,0.1419,0.0701,0.0078,0.0055,reg oper account,block of flats,0.0559,"Stone, brick",No,1.0,0.0,1.0,0.0,-2049.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
67179,177911,0,Cash loans,F,N,N,0,207000.0,225000.0,8338.5,225000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.009657,-11482,-1704,-5626.0,-3699,,1,1,0,1,1,0,,1.0,2,2,FRIDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.6226464061728667,0.6345462333729079,0.3185955240537633,0.0124,0.0118,0.9687,0.5716,,0.0,0.069,0.0417,0.0833,0.0379,0.0101,0.0111,0.0,0.0,0.0126,0.0123,0.9687,0.5884,,0.0,0.069,0.0417,0.0833,0.0388,0.011000000000000001,0.0116,0.0,0.0,0.0125,0.0118,0.9687,0.5773,,0.0,0.069,0.0417,0.0833,0.0386,0.0103,0.0113,0.0,0.0,reg oper account,block of flats,0.0116,Block,No,0.0,0.0,0.0,0.0,-644.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
169144,296052,0,Cash loans,F,N,Y,0,119250.0,675000.0,29862.0,675000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-20438,365243,-4405.0,-3317,,1,0,0,1,0,0,,2.0,2,2,FRIDAY,16,0,0,0,0,0,0,XNA,,0.4274952723883518,0.19294222771695085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2044.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
300057,447614,0,Cash loans,M,N,Y,1,135000.0,835380.0,40320.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.011657,-16766,-4259,-7188.0,-307,,1,1,0,1,0,0,Low-skill Laborers,3.0,1,1,WEDNESDAY,13,0,0,0,0,1,1,Business Entity Type 3,,0.6982547874978136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
43780,150687,0,Cash loans,M,Y,N,0,144000.0,497520.0,28561.5,450000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.018209,-18892,365243,-8432.0,-2411,11.0,1,0,0,1,1,0,,2.0,3,3,THURSDAY,11,0,0,0,0,0,0,XNA,,0.5731451743214766,0.0005272652387098817,0.0376,0.0301,0.9886,0.8436,0.0,0.02,0.069,0.2708,0.3125,0.0571,0.0307,0.0464,0.0,0.0,0.0378,0.0272,0.9886,0.8497,0.0,0.0,0.0345,0.2083,0.25,0.0325,0.0331,0.0401,0.0,0.0,0.038,0.0301,0.9886,0.8457,0.0,0.02,0.069,0.2708,0.3125,0.0581,0.0312,0.0472,0.0,0.0,reg oper account,block of flats,0.0303,Panel,No,0.0,0.0,0.0,0.0,-2110.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
27609,132092,0,Cash loans,F,N,Y,0,292500.0,834048.0,44568.0,720000.0,Family,State servant,Secondary / secondary special,Married,Municipal apartment,0.04622,-18203,-9893,-11935.0,-1735,,1,1,0,1,0,0,Medicine staff,2.0,1,1,TUESDAY,11,0,0,0,0,1,1,Medicine,,0.6698026517156919,0.8245949709919925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
16641,119412,0,Cash loans,F,N,Y,1,117000.0,282690.0,15462.0,202500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.01885,-9438,-166,-3790.0,-221,,1,1,0,1,0,0,Sales staff,3.0,2,2,SUNDAY,14,0,0,0,1,1,0,Business Entity Type 3,0.4929979643292519,0.5217627700515806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
30972,135953,0,Cash loans,M,N,N,0,225000.0,284400.0,10849.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.018634,-20041,365243,-10176.0,-3021,,1,0,0,1,0,0,,1.0,2,2,MONDAY,11,0,0,0,0,0,0,XNA,0.523368500247678,0.3895882612558895,0.2925880073368475,0.0742,0.0524,0.9861,0.8096,0.033,0.08,0.069,0.3333,0.375,0.0343,0.0597,0.0746,0.0039,0.0044,0.0756,0.0543,0.9861,0.8171,0.0333,0.0806,0.069,0.3333,0.375,0.0351,0.0652,0.0778,0.0039,0.0047,0.0749,0.0524,0.9861,0.8121,0.0332,0.08,0.069,0.3333,0.375,0.0349,0.0607,0.076,0.0039,0.0045,reg oper account,block of flats,0.0777,Panel,No,7.0,0.0,7.0,0.0,-368.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
215565,349775,0,Cash loans,F,Y,N,2,180000.0,450000.0,30073.5,450000.0,Unaccompanied,Commercial associate,Incomplete higher,Married,With parents,0.035792000000000004,-9217,-755,-446.0,-1892,6.0,1,1,1,1,1,1,,4.0,2,2,SATURDAY,17,0,0,0,1,1,0,Business Entity Type 3,0.4137066152137711,0.69657967713805,0.17352743046491467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1722.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
82817,196052,0,Cash loans,F,N,Y,0,112500.0,107820.0,10017.0,90000.0,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.01885,-8416,-351,-7295.0,-1092,,1,1,1,1,1,0,Sales staff,1.0,2,2,THURSDAY,14,0,0,0,0,0,0,Self-employed,,0.6345513043915408,0.3490552510751822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-642.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
272498,415919,0,Cash loans,M,Y,N,0,112500.0,229500.0,22356.0,229500.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.028663,-14552,-1706,-7885.0,-4608,13.0,1,1,0,1,0,0,Managers,2.0,2,2,SATURDAY,14,0,0,0,0,0,0,Postal,0.2361375792112129,0.4553093257435243,0.5832379256761245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,4.0,1.0,-1465.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
131228,252202,0,Cash loans,F,N,Y,1,225000.0,593010.0,19260.0,495000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.00963,-15185,-144,-7654.0,-4727,,1,1,0,1,1,0,Managers,3.0,2,2,SATURDAY,11,0,1,1,0,0,0,Government,,0.6245662803281768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-23.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
2862,103340,0,Cash loans,M,N,N,2,135000.0,545040.0,26509.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Office apartment,0.009334,-14958,-1345,-3376.0,-4182,,1,1,1,1,1,0,Laborers,4.0,2,2,THURSDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.7278978427010422,0.23791607950711405,0.0959,0.086,0.9886,0.8436,0.0877,0.0,0.2069,0.1667,0.2083,0.0737,0.0782,0.1111,0.0,0.0,0.0977,0.0893,0.9886,0.8497,0.0885,0.0,0.2069,0.1667,0.2083,0.0754,0.0854,0.1157,0.0,0.0,0.0968,0.086,0.9886,0.8457,0.0882,0.0,0.2069,0.1667,0.2083,0.075,0.0795,0.1131,0.0,0.0,reg oper account,block of flats,0.1353,Panel,No,0.0,0.0,0.0,0.0,-522.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
76918,189187,0,Cash loans,F,N,Y,0,135000.0,640080.0,29839.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.032561,-18006,-4123,-1738.0,-1527,,1,1,0,1,0,0,Accountants,1.0,1,1,THURSDAY,18,0,0,0,0,0,0,Transport: type 4,0.7193113007564644,0.7906261318637506,0.6577838002083306,0.0314,0.0405,0.9841,0.7824,0.0,0.06,0.0517,0.5417,0.5417,0.0421,0.0227,0.0354,0.0039,0.0544,0.0294,0.0092,0.9841,0.7909,0.0,0.0403,0.0345,0.5,0.5417,0.0431,0.0248,0.0,0.0039,0.0,0.0317,0.0405,0.9841,0.7853,0.0,0.06,0.0517,0.5417,0.5417,0.0429,0.0231,0.036000000000000004,0.0039,0.0555,reg oper account,block of flats,0.0986,"Stone, brick",No,0.0,0.0,0.0,0.0,-260.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
283548,428395,0,Revolving loans,M,Y,Y,2,292500.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.006629,-11968,-1463,-3792.0,-3792,18.0,1,1,0,1,0,0,,4.0,2,2,TUESDAY,7,0,0,0,0,0,0,Business Entity Type 3,0.3517459381128281,0.5744928023365322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
